GCODE,ESCROLL_CAT,GID,PENSION_TYPE,BRANCH_CODE,BRANCH_NAME,BRANCH_PIN,BRANCH_STATE,BIRTH_YEAR,SUBMITTED_STATUS,WAIVER_UPTO,SUBMISSION_MODE,VERIFICATION_TYPE,CERTIFICATE_SUBMISSION_DATE,PENSIONER_PINCODE,PENSIONER_DISTNAME,PENSIONER_STATENAME
STATE,STATE,ORISSA_7,F,00154,PHULBANI,762001,ODISHA,1949,SUBMITTED,,PLC,,11-02-2025,754009,Khordha,ODISHA
STATE,STATE,ORISSA_19,F,09029,LINK ROAD CUTTACK,753012,ODISHA,1958,SUBMITTED,,PLC,,25-02-2025,753011,Cuttack,ODISHA
CENTRAL,DEFENCE,DEFENCE_8,F,11559,VIVEK VIHAR,110092,NCT OF DELHI,1952,First_Year_Waiver,31-10-2025,,,,110095,North East,NCT OF DELHI
STATE,STATE,PUNJAB_1,F,13510,TARAGARH,143534,PUNJAB,1951,SUBMITTED,,PLC,,24-04-2025,143525,Gurdaspur,PUNJAB
STATE,STATE,CHATTISGARH_1,F,18685,KARLI,494441,CHATTISGARH,1989,SUBMITTED,,PLC,,10-06-2025,494441,Dakshin Bastar Dantewada,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,50158,PATTI,143416,PUNJAB,1966,SUBMITTED,,PLC,,16-04-2025,143416,Tarn Taran,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,12574,MADHEPUR,847413,BIHAR,1988,First_Year_Waiver,31-10-2025,,,,847408,Madhubani,BIHAR
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,05609,DAUDNAGAR,824113,BIHAR,1963,First_Year_Waiver,31-10-2025,,,,824113,Aurangabad,BIHAR
STATE AUTONOMOUS BODIES,AUTONOMOUS,MDU_1,F,50268,SANKHOL BAHADURGARH,124507,HARYANA,1970,SUBMITTED,,PLC,,04-11-2024,124507,Jhajjar,HARYANA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,03907,KALIKAPUR,700078,WEST BENGAL,1940,First_Year_Waiver,31-10-2025,,,,700107,Kolkata,WEST BENGAL
CENTRAL,DEFENCE,DEFENCE_6,F,70327,DESABHIMANI JUNCTION KALOOR,682017,KERALA,1967,First_Year_Waiver,31-10-2025,,,,682034,Ernakulam,KERALA
STATE,STATE,KARNATAKA_6,F,40654,NITTUVALLI,577004,KARNATAKA,1970,SUBMITTED,,PLC,,21-06-2025,577004,Davanagere,KARNATAKA
STATE,STATE,CHATTISGARH_1,F,04571,COLLECTORATE (BILASPUR),495001,CHATTISGARH,1952,PENDING,,,,,495006,Bilaspur,CHHATTISGARH
STATE,CPAO,DELHI_1,F,03398,KHUREJI KHAS DELHI,110051,NCT OF DELHI,1987,First_Year_Waiver,31-10-2025,,,,110031,East,NCT OF DELHI
CENTRAL,CPAO,CIVIL_2,F,18904,DURGA KUND,221005,UTTAR PRADESH,1969,First_Year_Waiver,31-10-2025,,,,221002,Varanasi,UTTAR PRADESH
STATE,STATE,ORISSA_7,F,00046,BOLANGIR,767001,ODISHA,1948,SUBMITTED,,PLC,,18-03-2025,767002,Balangir,ODISHA
CENTRAL,CPAO,CIVIL_2,F,00700,PITHORAGARH,262501,UTTARAKHAND,1943,First_Year_Waiver,31-10-2025,,,,262501,Pithoragarh,UTTARAKHAND
CENTRAL,CPAO,CIVIL_2,F,00700,PITHORAGARH,262501,UTTARAKHAND,1943,First_Year_Waiver,31-10-2025,,,,262501,Pithoragarh,UTTARAKHAND
STATE,STATE,NAGALAND_1,F,17216,MON BAZAR,798621,NAGALAND,1972,SUBMITTED,,PLC,,23-04-2025,798603,Mon,NAGALAND
STATE,STATE,TRIPURA_1,F,00067,DHARAMNAGAR(DISTT N. TRIPURA),799250,TRIPURA,1966,SUBMITTED,,PLC,,09-05-2025,799250,North Tripura,TRIPURA
CENTRAL,DEFENCE,DEFENCE_6,F,03228,RANJHI(JABALPUR),482005,MADHYA PRADESH,1965,First_Year_Waiver,31-10-2025,,,,482005,Jabalpur,MADHYA PRADESH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,08148,GORAI KARMA,825405,JHARKHAND,1938,First_Year_Waiver,31-10-2025,,,,825405,Hazaribagh,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,00045,BOKARO THERMAL,829107,JHARKHAND,1944,First_Year_Waiver,31-10-2025,,,,829107,Bokaro,JHARKHAND
CENTRAL,DEFENCE,DEFENCE_8,F,04749,KELWAD,443001,MAHARASHTRA,1964,First_Year_Waiver,31-10-2025,,,,443201,Buldana,MAHARASHTRA
STATE,STATE,ORISSA_7,F,03313,RASULGARH BRANCH,751010,ODISHA,1955,SUBMITTED,,PLC,,02-06-2025,751017,Khordha,ODISHA
STATE,STATE,KARNATAKA_29,F,40503,THAMMENAHALLI,577540,KARNATAKA,1974,SUBMITTED,,PLC,,26-05-2025,577540,Chitradurga,KARNATAKA
STATE,STATE,ORISSA_7,F,09025,GOVT TREASURY BRANCH BHUBANESWAR,751001,ODISHA,1950,SUBMITTED,,PLC,,30-05-2025,751022,Khordha,ODISHA
STATE,STATE,BIHAR_1,F,03499,RAJGIR,803116,BIHAR,1954,SUBMITTED,,PLC,,30-01-2025,803116,Nalanda,BIHAR
CENTRAL,CPAO,CIVIL_2,F,01450,GARFA,700078,WEST BENGAL,1967,First_Year_Waiver,31-10-2025,,,,700075,Kolkata,WEST BENGAL
CENTRAL,CPAO,CIVIL_3,F,16121,I T PARK DEHRADUN,248001,UTTARAKHAND,1952,First_Year_Waiver,31-10-2025,,,,248001,Dehradun,UTTARAKHAND
STATE,STATE,CHATTISGARH_1,F,00545,DANTEWARA,494449,CHATTISGARH,1977,SUBMITTED,,PLC,,12-11-2024,494449,Dakshin Bastar Dantewada,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,06047,I.T.I.COLONY(RAMPUR),495677,CHATTISGARH,1949,SUBMITTED,,PLC,,16-11-2024,495683,Korba,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,12127,MASTURI DISTT-BILASPUR,495551,CHATTISGARH,1959,SUBMITTED,,PLC,,18-11-2024,495550,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,17100,SAKRI,495001,CHATTISGARH,1955,SUBMITTED,,PLC,,05-11-2024,495001,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,06215,ADAWAL,494001,CHATTISGARH,1963,SUBMITTED,,PLC,,08-11-2024,494001,Bastar,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00370,DURG MAIN BRANCH,491001,CHATTISGARH,1983,SUBMITTED,,PLC,,22-11-2024,491001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05862,ADB JAGDALPUR,494001,CHATTISGARH,1968,SUBMITTED,,PLC,,28-11-2024,492006,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,09517,MALVIYA NAGAR DURG,491001,CHATTISGARH,1951,SUBMITTED,,PLC,,09-12-2024,491001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00336,BILASPUR MAIN BRANCH,495001,CHATTISGARH,1964,SUBMITTED,,PLC,,01-01-2025,495001,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00296,BEMETARA,491335,CHATTISGARH,1960,SUBMITTED,,PLC,,08-11-2024,491332,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,10837,PATTHALGAON,496118,CHATTISGARH,3001,SUBMITTED,,PLC,,10-12-2024,496118,Jashpur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00369,DONGARGARH,491445,CHATTISGARH,1970,SUBMITTED,,PLC,,14-12-2024,491445,Rajnandgaon,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,10148,COLLECTORATE BRANCH RUDRI,493773,CHATTISGARH,1965,SUBMITTED,,PLC,,20-11-2024,493773,Dhamtari,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,15771,BHATGAON,493222,CHATTISGARH,1955,SUBMITTED,,PLC,,02-12-2024,493222,Raipur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,02894,SUKMA,494111,CHATTISGARH,1975,SUBMITTED,,PLC,,29-11-2024,494111,Dakshin Bastar Dantewada,CHHATTISGARH
STATE,STATE,ORISSA_11,F,09829,JAPKUD,754201,ODISHA,1955,SUBMITTED,,PLC,,09-01-2025,754201,Cuttack,ODISHA
STATE,STATE,ASSAM_1,F,06848,BHANGA BAZAR,788701,ASSAM,1974,SUBMITTED,,PLC,,03-05-2025,788806,Karimganj,ASSAM
STATE,STATE,CHATTISGARH_1,F,05905,KUSMI,497222,CHATTISGARH,1968,SUBMITTED,,PLC,,03-05-2025,497224,Surguja,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,30490,MANGLA (BILASPUR),495001,CHATTISGARH,1967,SUBMITTED,,PLC,,08-11-2024,495001,Bilaspur,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,50855,BMS- RAMPURAPHUL,151103,PUNJAB,1967,SUBMITTED,,PLC,,24-04-2025,151103,Bathinda,PUNJAB
STATE,STATE,KARNATAKA_6,F,40306,VIJAY NAGAR EXT HOSADURGA,577527,KARNATAKA,1977,SUBMITTED,,PLC,,13-02-2025,577533,Chitradurga,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,30405,KOTRA SULTANABAD BHOPAL,462003,MADHYA PRADESH,1973,SUBMITTED,,PLC,,01-07-2025,452001,Indore,MADHYA PRADESH
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1967,SUBMITTED,,PLC,,24-12-2024,753004,Cuttack,ODISHA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,03882,BALLY HOWR,711201,WEST BENGAL,1962,First_Year_Waiver,31-10-2025,,,,711201,Haora,WEST BENGAL
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,EPFO_69,F,05158,SAHID NAGAR BHUBANESWAR,751007,ODISHA,1974,SUBMITTED,,PLC,,25-03-2025,751007,Khordha,ODISHA
CENTRAL,CPAO,CIVIL_2,F,07708,BAMBOOFLAT,744107,ANDAMAN AND NICOBAR ISLANDS,1965,First_Year_Waiver,31-10-2025,,,,744107,South Andaman,ANDAMAN & NICOBAR ISLANDS
CENTRAL,CPAO,CIVIL_39,F,03428,LOWER PAREL BRANCH (03428),400013,MAHARASHTRA,1983,First_Year_Waiver,31-10-2025,,,,400011,Mumbai,MAHARASHTRA
STATE,STATE,ORISSA_7,F,05571,BALIPADAR,761117,ODISHA,1950,SUBMITTED,,PLC,,27-11-2024,761117,Ganjam,ODISHA
STATE,STATE,CHATTISGARH_1,F,10836,PATAN BRANCH,491111,CHATTISGARH,1985,SUBMITTED,,PLC,,12-06-2025,491221,Durg,CHHATTISGARH
STATE,STATE,KARNATAKA_29,F,02264,RON,582209,KARNATAKA,1949,SUBMITTED,,PLC,,23-05-2025,582209,Gadag,KARNATAKA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,06231,BANASO,825312,JHARKHAND,1948,First_Year_Waiver,31-10-2025,,,,825312,Hazaribagh,JHARKHAND
CENTRAL,RAILWAY,RAILWAY_12,F,14099,MALANCHA,721304,WEST BENGAL,1983,First_Year_Waiver,31-10-2025,,,,721304,Paschim Medinipur,WEST BENGAL
CENTRAL,CPAO,CIVIL_39,F,16328,ATPADI,415301,MAHARASHTRA,1991,First_Year_Waiver,31-10-2025,,,,415301,Sangli,MAHARASHTRA
STATE,STATE,PUNJAB_1,F,50074,KHANNA,141401,PUNJAB,1969,SUBMITTED,,PLC,,30-01-2025,141401,Ludhiana,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,30511,TONK KHURD,455116,MADHYA PRADESH,1940,SUBMITTED,,PLC,,31-05-2025,455116,Dewas,MADHYA PRADESH
STATE,STATE,ORISSA_11,F,01084,KUCHINDA,768222,ODISHA,1959,SUBMITTED,,PLC,,19-03-2025,768222,Sambalpur,ODISHA
STATE,STATE,CHATTISGARH_1,F,02877,NANDINI TOWNSHIP,490036,CHATTISGARH,1982,SUBMITTED,,PLC,,15-04-2025,490036,Durg,CHHATTISGARH
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1939,SUBMITTED,,PLC,,24-02-2025,753002,Cuttack,ODISHA
STATE,STATE,ASSAM_1,F,07648,INDUSTRIAL ESTATE BADARPUR,788806,ASSAM,1974,SUBMITTED,,PLC,,29-05-2025,788805,Cachar,ASSAM
CENTRAL,RAILWAY,RAILWAY_11,F,03150,RAILWAY COLONY (BILASPUR),495001,CHATTISGARH,1971,First_Year_Waiver,31-10-2025,,,,495116,Bilaspur,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,09212,NARAINIA,841438,BIHAR,1945,First_Year_Waiver,31-10-2025,,,,841436,Gopalganj,BIHAR
CENTRAL,RAILWAY,RAILWAY_2,F,00127,MADHUBANI,847211,BIHAR,1977,First_Year_Waiver,31-10-2025,,,,847234,Madhubani,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,70439,ENNAKAD,689624,KERALA,1948,SUBMITTED,,PLC,,06-05-2025,689624,Alappuzha,KERALA
STATE,STATE,ORISSA_7,F,01337,SURADA,761108,ODISHA,1940,SUBMITTED,,PLC,,21-01-2025,761151,Ganjam,ODISHA
CENTRAL,RAILWAY,RAILWAY_4,F,12373,DUM DUM ROAD,700074,WEST BENGAL,1969,First_Year_Waiver,31-10-2025,,,,700074,North Twenty Four Parganas,WEST BENGAL
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,CMPFO_EMP_1,F,01670,HIRAPUR(DHANBAD),826001,JHARKHAND,1953,SUBMITTED,,PLC,,18-11-2024,826001,Dhanbad,JHARKHAND
STATE,STATE,CHATTISGARH_1,F,06264,LAKHRAM,495442,CHATTISGARH,1982,SUBMITTED,,PLC,,16-11-2024,495442,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,06262,COLLECTORATE BRANCH AMBIKAPUR,497001,CHATTISGARH,1971,SUBMITTED,,PLC,,02-04-2025,497001,Surguja,CHHATTISGARH
STATE,STATE,MADHYA_PRADESH_1,F,30077,HAJIPUR ROAD SIRONJ,464228,MADHYA PRADESH,1984,SUBMITTED,,PLC,,05-05-2025,464228,Vidisha,MADHYA PRADESH
CENTRAL,DEFENCE,DEFENCE_6,F,01750,GREY STREET EXTN KOLKATA,700004,WEST BENGAL,1958,First_Year_Waiver,31-10-2025,,,,700004,Kolkata,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,00361,DHAMTARI,493773,CHATTISGARH,1968,SUBMITTED,,PLC,,22-05-2025,,,
STATE,STATE,ORISSA_7,F,00121,KORAPUT,764020,ODISHA,1963,SUBMITTED,,PLC,,04-01-2025,766107,Nuapada,ODISHA
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,61128,BODA,465685,MADHYA PRADESH,1974,SUBMITTED,,PLC,,17-04-2025,465685,Rajgarh,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,31265,RAWATBHATA,323305,RAJASTHAN,1985,First_Year_Waiver,31-10-2025,,,,323307,Chittaurgarh,RAJASTHAN
CENTRAL,DEFENCE,DEFENCE_8,F,01365,LEH,194101,Ladakh,1940,First_Year_Waiver,31-10-2025,,,,194101,Leh(Ladakh),JAMMU & KASHMIR
STATE,STATE,MADHYA_PRADESH_1,F,03863,SBI FATEHGARH(BHOPAL),462002,MADHYA PRADESH,3001,SUBMITTED,,PLC,,11-11-2024,462038,Bhopal,MADHYA PRADESH
STATE,STATE,ASSAM_1,F,00087,HAILAKANDI,788151,ASSAM,1968,SUBMITTED,,PLC,,29-05-2025,788161,Hailakandi,ASSAM
CENTRAL,CPAO,CIVIL_2,F,14726,JARIPATKA,440026,MAHARASHTRA,1973,First_Year_Waiver,31-10-2025,,,,440026,Nagpur,MAHARASHTRA
STATE,STATE,ORISSA_11,F,02100,PATTAMUNDAI,754215,ODISHA,1946,SUBMITTED,,PLC,,28-04-2025,754215,Kendrapara,ODISHA
STATE,STATE,ORISSA_11,F,00101,JEYPORE,764001,ODISHA,1966,SUBMITTED,,PLC,,29-05-2025,764002,Koraput,ODISHA
STATE,STATE,WEST_BENGAL_1,F,01489,BAKULTALA (KOLKATA),700061,WEST BENGAL,1970,SUBMITTED,,PLC,,30-11-2024,700061,South Twenty Four Parganas,WEST BENGAL
STATE,STATE,ORISSA_11,F,00112,KENDRAPARA,754211,ODISHA,1958,SUBMITTED,,PLC,,06-05-2025,754250,Kendrapara,ODISHA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,04786,DAKSHINESWAR,700076,WEST BENGAL,1968,First_Year_Waiver,31-10-2025,,,,700057,North Twenty Four Parganas,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,02846,DONGARGAON,491661,CHATTISGARH,3001,SUBMITTED,,DLC,,23-11-2024,491665,Rajnandgaon,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05493,BAGICHA,496224,CHATTISGARH,1960,SUBMITTED,,PLC,,25-11-2024,496224,Jashpur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05489,PRATAPPUR (DIST.SURGUJA),497227,CHATTISGARH,1967,SUBMITTED,,PLC,,21-01-2025,497223,Surguja,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,03741,TAMNAR,496107,CHATTISGARH,1967,SUBMITTED,,PLC,,11-11-2024,496107,Raigarh,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,19120,,,,1959,SUBMITTED,,PLC,,18-11-2024,495001,Bilaspur,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00370,DURG MAIN BRANCH,491001,CHATTISGARH,1970,SUBMITTED,,PLC,,21-12-2024,491001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,00571,SAKTI,495689,CHATTISGARH,1999,SUBMITTED,,PLC,,13-11-2024,495689,Janjgir - Champa,CHHATTISGARH
STATE,STATE,MADHYA_PRADESH_1,F,30458,BANK COLONY ANNAPURNA RD,452009,MADHYA PRADESH,1958,SUBMITTED,,PLC,,12-06-2025,452009,Indore,MADHYA PRADESH
STATE,STATE,PUNJAB_1,F,04133,P.B.B KAPURTHALA,144601,PUNJAB,1969,SUBMITTED,,PLC,,28-04-2025,144601,Kapurthala,PUNJAB
STATE,STATE,ASSAM_1,F,11611,SARTHEBARI,781307,ASSAM,1972,SUBMITTED,,PLC,,20-05-2025,781311,Barpeta,ASSAM
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUSAA_1,F,06038,MARHATAL (JABALPUR),482002,MADHYA PRADESH,1943,SUBMITTED,,PLC,,17-03-2025,482002,Jabalpur,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_9,F,15804,MEDI,322219,RAJASTHAN,1971,First_Year_Waiver,31-10-2025,,,,322234,Karauli,RAJASTHAN
STATE,STATE,ORISSA_7,F,00112,KENDRAPARA,754211,ODISHA,1953,SUBMITTED,,PLC,,03-04-2025,755010,Jajapur,ODISHA
CENTRAL,RAILWAY,RAILWAY_13,F,02269,SAVANUR,581118,KARNATAKA,1981,First_Year_Waiver,31-10-2025,,,,581118,Haveri,KARNATAKA
CENTRAL,RAILWAY,RAILWAY_7,F,01898,GANESHGANJ (LUCKNOW),226018,UTTAR PRADESH,1963,First_Year_Waiver,31-10-2025,,,,226004,Lucknow,UTTAR PRADESH
STATE,STATE,CHATTISGARH_1,F,00416,MAHASAMUND,493445,CHATTISGARH,1968,SUBMITTED,,PLC,,30-05-2025,493445,Mahasamund,CHHATTISGARH
CENTRAL,DEFENCE,DEFENCE_8,F,51241,JALALPUR,147021,PUNJAB,1977,First_Year_Waiver,31-10-2025,,,,147021,Patiala,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,12896,NATHUAWALA,248001,UTTARAKHAND,1949,First_Year_Waiver,31-10-2025,,,,248008,Dehradun,UTTARAKHAND
STATE,STATE,PUNJAB_1,F,51158,GHARUAN,140413,PUNJAB,1947,SUBMITTED,,PLC,,10-06-2025,140103,Sahibzada Ajit Singh Nagar,PUNJAB
STATE,STATE,MADHYA_PRADESH_1,F,03228,RANJHI(JABALPUR),482005,MADHYA PRADESH,1965,SUBMITTED,,PLC,,09-05-2025,482002,Jabalpur,MADHYA PRADESH
STATE,STATE,ORISSA_7,F,06419,DOBAL,756117,ODISHA,1943,SUBMITTED,,PLC,,10-01-2025,756117,Bhadrak,ODISHA
CENTRAL,CPAO,CIVIL_2,F,50744,KHATIMA,262308,UTTARAKHAND,1982,First_Year_Waiver,31-10-2025,,,,262501,Pithoragarh,UTTARAKHAND
CENTRAL,CPAO,CIVIL_39,F,10731,LOHARU,127201,HARYANA,1992,First_Year_Waiver,31-10-2025,,,,125001,Hisar,HARYANA
STATE,STATE,CHATTISGARH_1,F,03536,KANSABEL,496223,CHATTISGARH,1959,SUBMITTED,,PLC,,02-11-2024,496223,Jashpur,CHHATTISGARH
STATE,STATE,ORISSA_7,F,09026,KAPIL PRASAD BHUBANESWAR,751002,ODISHA,1956,SUBMITTED,,PLC,,13-03-2025,751002,Khordha,ODISHA
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPPKVV_1,F,00436,NARSINGHPUR,487001,MADHYA PRADESH,1978,SUBMITTED,,PLC,,21-04-2025,487110,Narsimhapur,MADHYA PRADESH
STATE,STATE,PUNJAB_1,F,17017,D.C.COMPLEX FAZILKA,152123,PUNJAB,1975,SUBMITTED,,PLC,,28-03-2025,152123,Firozpur,PUNJAB
CENTRAL,RAILWAY,RAILWAY_5,F,16122,RAILWAY STATION AGRA CANTT,282001,UTTAR PRADESH,1975,First_Year_Waiver,31-10-2025,,,,282004,Agra,UTTAR PRADESH
STATE,STATE,CHATTISGARH_1,F,06261,KATHAKONI,495001,CHATTISGARH,1981,SUBMITTED,,PLC,,16-11-2024,495001,Bilaspur,CHHATTISGARH
STATE,STATE,PUNJAB_1,F,06831,HARYANA CIVIL SECTT CHANDIGARH,160001,CHANDIGARH,1972,SUBMITTED,,PLC,,03-06-2025,160019,Chandigarh,CHANDIGARH
STATE,STATE,CHATTISGARH_1,F,17096,MANDIR HASAUD,492101,CHATTISGARH,1990,SUBMITTED,,PLC,,26-06-2025,492101,Raipur,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,03169,GOPALAPATNAM,530027,ANDHRA PRADESH,1982,First_Year_Waiver,31-10-2025,,,,530027,Visakhapatnam,ANDHRA PRADESH
STATE,STATE,BIHAR_1,F,01216,BIHAR SHARIF BAZAR,803101,BIHAR,3001,SUBMITTED,,PLC,,12-11-2024,803101,Nalanda,BIHAR
STATE,STATE,HARYANA_8,F,02100,PATTAMUNDAI,754215,ODISHA,1949,SUBMITTED,,PLC,,17-12-2024,754215,Kendrapara,ODISHA
CENTRAL,CPAO,CIVIL_2,F,11530,HARIDEVPUR,700082,WEST BENGAL,1967,First_Year_Waiver,31-10-2025,,,,700082,Kolkata,WEST BENGAL
CENTRAL,CPAO,CIVIL_2,F,40419,MALAMARUTHI EXTN BELAGAVI,590016,KARNATAKA,2002,First_Year_Waiver,31-10-2025,,,,590016,Belgaum,KARNATAKA
STATE,STATE,ORISSA_11,F,00012,ASKA,761110,ODISHA,1957,SUBMITTED,,PLC,,10-02-2025,761116,Ganjam,ODISHA
STATE,STATE,KARNATAKA_29,F,17347,MAHALAKSHMIPURAM BRANCH,560086,KARNATAKA,1973,SUBMITTED,,PLC,,21-03-2025,560096,Bangalore,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,30417,LAXMIGANJ MANDI GWALIOR,474010,MADHYA PRADESH,1979,SUBMITTED,,PLC,,11-03-2025,474001,Gwalior,MADHYA PRADESH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,06152,CITY CENTRE DURGAPUR,713216,WEST BENGAL,1962,First_Year_Waiver,31-10-2025,,,,700008,South Twenty Four Parganas,WEST BENGAL
STATE,STATE,CHATTISGARH_1,F,00460,RAIGARH,496001,CHATTISGARH,1967,SUBMITTED,,PLC,,17-06-2025,496001,Raigarh,CHHATTISGARH
STATE,STATE,ORISSA_7,F,00039,BHAWANIPATNA,766001,ODISHA,1947,SUBMITTED,,PLC,,01-05-2025,766001,Kalahandi,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,03648,ACB CHIMANGANJ MANDI(UJJAIN),456001,MADHYA PRADESH,1971,SUBMITTED,,PLC,,27-05-2025,456001,Ujjain,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_39,F,15304,HAJO,781102,ASSAM,1995,First_Year_Waiver,31-10-2025,,,,781102,Kamrup,ASSAM
STATE,STATE,ORISSA_7,F,04345,PBB CHANDRASEKHARPUR,751016,ODISHA,1949,SUBMITTED,,PLC,,17-04-2025,751024,Khordha,ODISHA
CENTRAL,CPAO,CIVIL_2,F,31139,ASHOK STAMBH RATANGARH,331022,RAJASTHAN,1972,First_Year_Waiver,31-10-2025,,,,331031,Churu,RAJASTHAN
STATE,STATE,ORISSA_11,F,01084,KUCHINDA,768222,ODISHA,1959,SUBMITTED,,PLC,,09-03-2025,768215,Jharsuguda,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,30140,GORAKHPUR JABALPUR,482001,MADHYA PRADESH,1962,SUBMITTED,,PLC,,19-04-2025,482001,Jabalpur,MADHYA PRADESH
STATE,STATE,ORISSA_7,F,00163,RAIRANGPUR,757043,ODISHA,1943,SUBMITTED,,PLC,,19-05-2025,757048,Mayurbhanj,ODISHA
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,02925,CHANDRAPURA,828403,JHARKHAND,1962,First_Year_Waiver,31-10-2025,,,,828403,Bokaro,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,02925,CHANDRAPURA,828403,JHARKHAND,1962,First_Year_Waiver,31-10-2025,,,,828403,Bokaro,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,EPFO_75,F,00183,SILCHAR,788001,ASSAM,1948,SUBMITTED,,PLC,,12-05-2025,788003,Cachar,ASSAM
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,00045,BOKARO THERMAL,829107,JHARKHAND,1948,First_Year_Waiver,31-10-2025,,,,829107,Bokaro,JHARKHAND
STATE,STATE,ASSAM_1,F,00130,MANGALDAI,784125,ASSAM,1954,SUBMITTED,,PLC,,23-04-2025,784125,Udalguri,ASSAM
STATE,STATE,BIHAR_1,F,00077,FORBESGANJ,854318,BIHAR,1954,SUBMITTED,,PLC,,21-11-2024,854334,Araria,BIHAR
CENTRAL,RAILWAY,RAILWAY_10,F,15517,TEXTILE PARK WARANGAL,506003,TELANGANA,1979,First_Year_Waiver,31-10-2025,,,,506003,WARANGAL,TELANGANA
CENTRAL,RAILWAY,RAILWAY_12,F,15929,SARJAMDA,831002,JHARKHAND,1985,First_Year_Waiver,31-10-2025,,,,831002,Purbi Singhbhum,JHARKHAND
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,10223,NIYAMATPUR,713359,WEST BENGAL,1944,First_Year_Waiver,31-10-2025,,,,713359,Barddhaman,WEST BENGAL
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,DVC_2,F,01749,PARK CIRCUS (KOLKATA),700017,WEST BENGAL,1942,First_Year_Waiver,31-10-2025,,,,700017,Kolkata,WEST BENGAL
